direction,signal_time,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,exit_reason,profit_jpy,balance_jpy,rsi14,ema20,ema50,atr14
SELL,2026-08-03 00:15:00,2026-08-03 00:20:00,2026-08-03 01:00:00,157.489,157.12134864960044,157.73410090026638,157.12134864960044,TAKE_PROFIT,367.6513503995693,7815.240692643666,30.369391670675242,157.9618923938649,158.4604390998928,0.24510090026637293
SELL,2026-08-03 01:15:00,2026-08-03 01:20:00,2026-08-03 01:25:00,157.27,157.4796880797991,157.4796880797991,156.9554678803014,STOP_LOSS,-209.68807979909343,7605.552612844573,37.12355832674119,157.49025875827175,158.02326740789286,0.2096880797990835
SELL,2026-08-03 01:30:00,2026-08-03 01:35:00,2026-08-03 02:10:00,157.344,157.54629216884788,157.54629216884788,157.04056174672817,STOP_LOSS,-202.29216884789025,7403.260443996683,42.28419613276366,157.4470967306971,157.94424154564373,0.2022921688478802
SELL,2026-08-03 02:55:00,2026-08-03 03:00:00,2026-08-03 03:00:00,157.572,157.74349724252812,157.74349724252812,157.31475413620782,STOP_LOSS,-171.49724252811893,7231.763201468564,49.81494836357631,157.56887777587812,157.7479768592652,0.17149724252811763
SELL,2026-08-03 03:55:00,2026-08-03 04:00:00,2026-08-03 04:00:00,156.111,155.56269280559368,156.4765381296042,155.56269280559368,TAKE_PROFIT,548.3071944063056,7780.07039587487,36.00782649279211,156.77849557963734,157.30750695981936,0.3655381296042001
SELL,2026-08-03 04:05:00,2026-08-03 04:10:00,2026-08-03 05:05:00,156.156,156.55549461175056,156.55549461175056,155.55675808237416,STOP_LOSS,-399.4946117505549,7380.575784124315,37.713426329995826,156.6751267670047,157.2231442562577,0.39949461175055867
SELL,2026-08-03 05:10:00,2026-08-03 05:15:00,2026-08-03 09:35:00,156.52,156.7682396685521,156.7682396685521,156.1476404971719,STOP_LOSS,-248.23966855208823,7132.336115572227,49.177788031401185,156.4550757133457,156.86818834473513,0.24823966855207846
BUY,2026-08-03 09:55:00,2026-08-03 10:00:00,2026-08-03 10:00:00,156.78799999999998,156.69288604379057,156.69288604379057,156.93067093431412,STOP_LOSS,-95.11395620941698,7037.22215936281,65.15315856352959,156.5950143972716,156.56462916140293,0.09511395620942335
BUY,2026-08-03 10:05:00,2026-08-03 10:10:00,2026-08-03 10:10:00,156.673,156.5708915377582,156.5708915377582,156.8261626933627,STOP_LOSS,-102.10846224180159,6935.113697121009,55.04756402604413,156.6112793592178,156.57394410477835,0.10210846224180013
BUY,2026-08-03 10:15:00,2026-08-03 10:20:00,2026-08-03 10:25:00,156.697,156.58736056061804,156.58736056061804,156.86145915907295,STOP_LOSS,-109.63943938196508,6825.474257739044,55.88698017816103,156.6145574799946,156.5780960382825,0.10963943938195889
BUY,2026-08-03 10:35:00,2026-08-03 10:40:00,2026-08-03 11:30:00,156.642,156.81022635210022,156.52984909859984,156.81022635210022,TAKE_PROFIT,168.22635210021986,6993.700609839264,51.92747395960119,156.6074798533038,156.5804762228923,0.11215090140015078
BUY,2026-08-03 11:35:00,2026-08-03 11:40:00,2026-08-03 12:35:00,156.87,157.0301355678408,156.7632429547728,157.0301355678408,TAKE_PROFIT,160.13556784079697,7153.836177680061,63.888697175709815,156.71627173934908,156.6475260406152,0.10675704522720494
BUY,2026-08-03 12:45:00,2026-08-03 12:50:00,2026-08-03 12:50:00,157.006,156.9080022094512,156.9080022094512,157.15299668582315,STOP_LOSS,-97.99779054878854,7055.838387131273,60.002417134375555,156.91526854333483,156.78623167770465,0.09799779054877711
BUY,2026-08-03 12:55:00,2026-08-03 13:00:00,2026-08-03 13:00:00,157.10399999999998,156.99654272141456,156.99654272141456,157.2651859178781,STOP_LOSS,-107.45727858542864,6948.381108545844,63.42854507160374,156.9297277644986,156.802076223825,0.10745727858542632
BUY,2026-08-03 13:05:00,2026-08-03 13:10:00,2026-08-03 13:50:00,156.956,156.8486108159136,156.8486108159136,157.11708377612962,STOP_LOSS,-107.38918408640075,6840.991924459443,52.01971583215745,156.93816263715192,156.81557209281192,0.10738918408641311
BUY,2026-08-03 14:20:00,2026-08-03 14:25:00,2026-08-03 14:50:00,156.928,156.83309222465488,156.83309222465488,157.07036166301768,STOP_LOSS,-94.90777534512063,6746.084149114322,51.83828244616114,156.8852962583274,156.84445999144134,0.09490777534512083
SELL,2026-08-03 15:05:00,2026-08-03 15:10:00,2026-08-03 15:35:00,156.677,156.77822848011883,156.77822848011883,156.52515727982177,STOP_LOSS,-101.22848011883434,6644.855668995488,36.98671830045782,156.83222022283394,156.8350976810777,0.10122848011882384
